,Player,Short Name,Player ID,Birthdate,Team,Competition,Season,Season ID,Position Group,Minutes,PSV-99,TOP 5 PSV-99,Total Distance P90,M/min P90,Running Distance P90,HSR Distance P90,HSR Count P90,Sprinting Distance P90,Sprint Count P90,HI Distance P90,HI Count P90,Medium Acceleration Count P90,High Acceleration Count P90,Medium Deceleration Count P90,High Deceleration Count P90,Explosive Acceleration to HSR Count P90,Explosive Acceleration to Sprint Count P90,Note xPhysical,Note xPhy TOP 5 PSV-99,Note xPhy HI Distance P90,Note xPhy Total Distance P90,Note xPhy HSR Distance P90,Note xPhy Sprinting Distance P90,Note xPhy Sprint Count P90,Note xPhy High Acceleration Count P90,Note xPhy_max,xPhysical,Age
7373,Peer Koopmeiners,P. Koopmeiners,35170,2000-05-04,AZ Alkmaar,NED - Eredivisie,2024/2025,95,Midfield,92.08,27.54,29.42,11134.53,123.72,1911.95,638.17,52.1,131.27,7.41,769.44,59.51,108.68,3.57,93.42,11.35,1.62,0.38,27,7,3,7,5,2,2,1,46,59.0,25.0
7374,Peer Koopmeiners,P. Koopmeiners,35170,2000-05-04,Almere City FC,NED - Eredivisie,2023/2024,28,Midfield,96.55,27.76,29.94,10726.76,119.19,1682.23,576.69,48.54,129.64,7.3,706.33,55.84,104.66,4.32,89.9,12.52,2.64,0.62,27,10,2,5,3,2,2,3,46,59.0,25.0
7375,Bojan Miovski,B. Miovski,35225,1999-06-24,Girona FC,ESP - LaLiga,2024/2025,95,Center Forward,72.95,28.28,29.34,10434.97,115.94,1447.3,607.81,59.58,171.23,9.87,779.04,69.45,111.64,6.91,92.4,15.3,5.43,1.11,17,0,2,7,5,1,1,1,50,34.0,26.0
7376,Théo Leoni,T. Leoni,35257,2000-04-21,RSC Anderlecht,UEFA - Europa League,2024/2025,95,Midfield,95.68,26.37,26.7,10919.73,121.33,1949.25,516.67,47.57,91.64,6.99,608.32,54.56,116.64,4.03,102.53,12.9,2.82,0.54,13,0,1,5,1,1,2,3,46,28.0,25.0
7377,Théo Leoni,T. Leoni,35257,2000-04-21,RSC Anderlecht,BEL - Pro League,2023/2024,28,Midfield,93.0,27.37,29.08,11200.58,124.45,1897.25,611.4,50.73,124.62,6.81,736.02,57.54,114.9,3.5,97.26,15.07,2.42,0.52,29,7,2,10,5,2,2,1,46,63.0,25.0
7378,Théo Leoni,T. Leoni,35257,2000-04-21,RSC Anderlecht,BEL - Pro League,2024/2025,95,Midfield,83.19,27.21,28.58,11243.42,124.93,1937.54,618.1,50.13,123.76,7.5,741.87,57.63,111.58,2.96,94.55,13.13,1.73,0.65,26,5,2,10,5,2,2,0,46,57.0,25.0
7379,Saïdou Sow,S. Sow,35271,2002-07-04,FC Nantes,FRA - Ligue 1,2024/2025,95,Central Defender,96.56,29.01,29.48,9393.47,104.37,1019.16,299.06,30.99,90.99,6.06,390.05,37.05,99.96,3.73,80.15,11.42,1.86,0.35,7,0,0,3,0,1,3,0,51,14.0,23.0
7380,Saïdou Sow,S. Sow,35271,2002-07-04,RC Strasbourg Alsace,FRA - Ligue 1,2023/2024,28,Central Defender,99.24,30.0,30.54,9245.17,102.72,882.94,243.31,29.8,103.13,6.22,346.44,36.02,93.28,4.53,72.94,9.85,3.37,0.78,16,6,0,3,0,3,3,1,51,31.0,23.0
7381,Saïdou Sow,S. Sow,35271,2002-07-04,RC Strasbourg Alsace,FRA - Ligue 1,2024/2025,95,Central Defender,98.55,30.01,31.12,8706.49,96.74,942.31,304.53,33.87,141.8,6.89,446.33,40.76,93.4,4.82,70.9,9.22,3.4,1.33,26,9,2,0,0,7,5,3,51,51.0,23.0
7382,Eren Sami Dinkçi,E. Dinkçi,35295,2001-12-13,SC Freiburg,GER - Bundesliga,2024/2025,95,Midfield,76.3,30.39,31.14,11836.36,131.52,2023.76,791.25,75.73,297.72,15.69,1088.96,91.42,124.21,5.43,108.87,17.34,3.66,1.18,46,10,4,10,7,4,4,7,46,100.0,24.0
7383,Eren Sami Dinkçi,E. Dinkçi,35295,2001-12-13,1. FC Heidenheim 1846,GER - Bundesliga,2023/2024,28,Wide Attacker,85.0,31.3,33.2,10669.86,118.55,1486.67,678.69,70.91,333.21,15.92,1011.9,86.83,108.0,7.68,90.33,20.25,6.32,2.35,46,14,3,7,5,7,5,5,56,82.0,24.0
7384,Fredrik Oppegård,F. Oppegård,35304,2002-08-07,Heracles Almelo,NED - Eredivisie,2023/2024,28,Full Back,97.57,30.07,31.14,10380.94,115.34,1455.44,667.98,67.27,298.91,17.03,966.89,84.3,107.79,7.13,90.64,19.31,5.41,2.52,37,6,4,7,5,7,7,1,53,70.0,23.0
7385,Lauge Sandgrav,L. Sandgrav,35316,2004-09-16,Lyngby Boldklub,DEN - Superliga,2024/2025,95,Midfield,89.79,26.77,27.96,11630.5,129.23,2183.91,630.23,48.51,98.9,5.81,729.13,54.33,99.9,2.47,87.81,10.16,1.14,0.33,22,3,2,10,5,1,1,0,46,48.0,21.0
7386,Omar El Hilali,O. El Hilali,35339,2003-09-12,RCD Espanyol,ESP - LaLiga,2024/2025,95,Full Back,97.27,29.72,31.56,9492.27,105.47,1109.19,435.14,46.26,163.04,9.68,598.18,55.95,104.42,5.85,84.2,17.05,4.26,1.55,10,10,0,0,0,0,0,0,53,19.0,22.0
7387,Nicholas Williams Arthuer,Nico Williams,35342,2002-07-12,Athletic Club de Bilbao,ESP - LaLiga,2023/2024,28,Wide Attacker,83.88,31.22,32.82,9416.74,104.63,1196.74,634.38,71.72,327.85,17.81,962.23,89.53,115.79,11.2,90.3,24.59,8.88,4.03,44,14,3,0,3,7,7,10,56,79.0,23.0
7388,Nicholas Williams Arthuer,Nico Williams,35342,2002-07-12,Athletic Club de Bilbao,ESP - LaLiga,2024/2025,95,Wide Attacker,90.41,30.83,32.28,9390.57,104.34,1126.02,558.43,62.51,281.73,15.04,840.16,77.54,103.95,9.06,85.25,19.96,7.23,3.14,28,10,1,0,0,5,5,7,56,50.0,23.0
7389,Nicholas Williams Arthuer,Nico Williams,35342,2002-07-12,Athletic Club de Bilbao,UEFA - Europa League,2024/2025,95,Wide Attacker,86.06,30.52,31.64,9198.48,102.21,1083.72,551.62,62.75,266.34,14.18,817.96,76.93,104.0,9.06,83.9,22.19,7.09,2.21,22,6,1,0,0,5,3,7,56,39.0,23.0
7390,Osher Davida,O. Davida,35366,2001-02-18,Maccabi Tel Aviv FC,UEFA - Europa League,2024/2025,95,Wide Attacker,84.73,29.57,29.94,9585.92,106.51,1306.49,550.82,55.84,201.06,10.17,751.88,66.01,101.67,6.98,83.46,19.12,5.16,1.97,5,0,0,1,0,1,0,3,56,9.0,24.0
7391,Mario Stroeykens,M. Stroeykens,35453,2004-09-29,RSC Anderlecht,UEFA - Europa League,2024/2025,95,Midfield,83.8,27.33,27.98,10740.16,119.34,1709.27,537.02,47.56,108.02,6.29,645.04,53.86,112.93,4.14,100.96,12.27,3.07,0.61,16,3,1,5,1,1,2,3,46,35.0,21.0
7392,Mario Stroeykens,M. Stroeykens,35453,2004-09-29,RSC Anderlecht,BEL - Pro League,2023/2024,28,Midfield,81.78,27.51,29.6,11189.11,124.32,1983.89,638.51,52.46,133.94,6.92,772.44,59.38,111.06,3.44,98.08,12.06,2.02,0.6,27,7,3,7,5,2,2,1,46,59.0,21.0
7393,Mario Stroeykens,M. Stroeykens,35453,2004-09-29,RSC Anderlecht,BEL - Pro League,2024/2025,95,Midfield,80.69,27.85,30.06,10843.2,120.48,1769.19,561.7,49.3,121.05,6.54,682.75,55.84,105.66,3.2,96.44,11.53,2.08,0.59,25,10,2,5,3,2,2,1,46,54.0,21.0
7394,Mario Stroeykens,M. Stroeykens,35453,2004-09-29,RSC Anderlecht,BEL - Pro League,2023/2024,28,Wide Attacker,78.03,27.73,28.22,10324.19,114.71,1631.21,561.94,53.06,163.02,9.04,724.96,62.1,114.0,6.15,92.66,13.46,5.38,0.96,6,0,0,5,1,0,0,0,56,11.0,21.0
7395,Jackson Tchatchoua,J. Tchatchoua,35454,2001-09-14,Hellas Verona,ITA - Serie A,2023/2024,28,Full Back,92.74,31.65,33.42,10213.42,113.48,1437.93,702.28,75.32,359.12,18.55,1061.4,93.86,118.12,10.57,92.14,26.36,8.41,3.18,51,14,4,5,7,7,7,7,53,96.0,24.0
7396,Jackson Tchatchoua,J. Tchatchoua,35454,2001-09-14,Hellas Verona,ITA - Serie A,2024/2025,95,Full Back,95.6,31.68,33.98,10168.08,112.98,1372.82,629.75,66.51,313.84,16.91,943.58,83.43,110.14,9.67,88.0,22.24,7.95,3.64,48,14,3,5,5,7,7,7,53,91.0,24.0
7397,Jesús Vázquez Alcalde,Jesús Vázquez,35458,2003-01-02,Valencia CF,ESP - LaLiga,2023/2024,28,Full Back,88.48,28.78,29.02,10057.63,111.75,1374.88,525.37,55.77,184.79,11.53,710.16,67.3,116.64,5.59,92.39,19.16,2.88,1.02,9,0,1,3,1,1,3,0,53,17.0,22.0
7398,Jesús Vázquez Alcalde,Jesús Vázquez,35458,2003-01-02,Valencia CF,ESP - LaLiga,2024/2025,95,Full Back,91.73,29.16,29.88,10189.58,113.22,1384.41,584.77,58.03,181.93,10.65,766.7,68.68,109.05,7.15,88.16,21.16,5.33,0.84,12,0,1,5,3,1,1,1,53,23.0,22.0
7399,Juan Antonio Iglesias Sánchez,Juan Iglesias,35461,1998-07-03,Getafe CF,ESP - LaLiga,2023/2024,28,Full Back,88.12,28.9,29.98,9623.39,106.93,1296.31,538.52,55.46,170.14,10.42,708.66,65.87,118.98,7.56,100.19,18.18,6.33,2.55,7,0,1,1,1,0,1,3,53,13.0,27.0
7400,Juan Antonio Iglesias Sánchez,Juan Iglesias,35461,1998-07-03,Getafe CF,ESP - LaLiga,2024/2025,95,Full Back,99.14,29.68,31.7,9343.37,103.82,1192.04,492.67,50.3,195.56,10.61,688.23,60.91,104.24,6.19,84.47,16.84,4.91,1.82,12,10,0,0,0,1,1,0,53,23.0,27.0
7401,Charlie Cresswell,C. Cresswell,35475,2002-08-17,Toulouse FC,FRA - Ligue 1,2024/2025,95,Central Defender,97.39,28.59,31.28,9721.03,108.01,1199.38,368.01,33.95,112.61,5.85,480.61,39.81,109.05,3.8,82.25,10.61,2.26,0.51,25,9,2,7,3,3,1,0,51,49.0,23.0
7402,Niall Huggins,N. Huggins,35476,2000-12-18,Sunderland,ENG - Championship,2023/2024,28,Full Back,89.67,29.79,31.22,9993.3,111.04,1452.28,655.34,60.56,242.69,12.91,898.04,73.47,110.27,6.76,92.74,15.66,5.02,1.94,28,6,3,3,5,5,5,1,53,53.0,25.0
7403,Tiago Filipe Oliveira Dantas,Tiago Dantas,35502,2000-12-24,AZ Alkmaar,NED - Eredivisie,2023/2024,28,Midfield,86.33,26.46,26.46,10939.91,121.55,1771.44,484.35,38.99,82.98,4.59,567.33,43.58,126.56,3.75,109.05,11.88,2.5,0.63,11,0,1,7,1,1,0,1,46,24.0,25.0
7404,Tiago Filipe Oliveira Dantas,Tiago Dantas,35502,2000-12-24,NK Osijek,CRO - 1.HNL,2024/2025,95,Midfield,92.38,26.92,28.1,10304.4,114.49,1622.68,500.57,42.15,82.15,4.15,582.72,46.3,113.02,3.54,97.68,11.64,2.1,0.51,10,3,1,3,1,1,0,1,46,22.0,25.0
7405,Steffen Tigges,S. Tigges,35504,1998-07-31,1. FC Köln,GER - Bundesliga,2023/2024,28,Center Forward,72.83,27.22,27.58,11552.6,128.36,2190.65,918.19,70.03,134.29,8.24,1052.48,78.27,108.75,6.59,88.15,16.48,4.53,1.03,20,0,4,7,7,0,1,1,50,40.0,27.0
7406,Nicolò Fagioli,N. Fagioli,35512,2001-02-12,Fiorentina,ITA - Serie A,2024/2025,95,Midfield,85.95,27.24,27.74,10948.55,121.65,1729.34,549.32,46.38,114.89,5.98,664.21,52.36,100.53,2.99,88.56,10.47,1.8,0.15,17,3,1,7,3,2,1,0,46,37.0,24.0
7407,Nicolò Fagioli,N. Fagioli,35512,2001-02-12,Juventus,ITA - Serie A,2024/2025,95,Midfield,78.25,26.56,26.56,11080.86,123.12,1772.09,493.63,38.87,69.24,3.91,562.86,42.78,96.84,2.99,85.34,8.74,2.53,0.23,9,0,1,7,1,0,0,0,46,20.0,24.0
7408,Daan Dierckx,D. Dierckx,35550,2003-02-24,Standard de Liège,BEL - Pro League,2024/2025,95,Central Defender,84.99,26.97,27.36,10445.97,116.07,1285.54,369.21,34.24,82.42,4.94,451.63,39.18,109.42,4.41,91.6,10.24,2.47,0.0,14,0,2,7,3,0,1,1,51,27.0,22.0
7409,Franco Agustin Romero,F. Romero,35558,2000-04-23,CS Independiente Rivadavia,ARG - Primera Division - 2nd Phase,2024/2024,29,Midfield,98.67,27.26,29.32,10007.73,111.2,1527.74,380.56,35.76,75.16,4.23,455.72,39.99,98.84,4.27,80.64,13.1,2.55,0.66,10,7,0,0,0,0,0,3,46,22.0,25.0
7410,Gabriel Hernán Rojas,G. Rojas,35564,1997-06-22,Racing Club de Avellaneda,ARG - Primera Division - 1st Phase,2024/2024,29,Full Back,88.45,28.15,29.06,9435.82,104.84,1263.72,504.12,46.06,142.63,8.79,646.75,54.85,100.73,5.92,78.62,16.65,4.44,1.48,0,0,0,0,0,0,0,0,53,0.0,28.0
7411,Gabriel Hernán Rojas,G. Rojas,35564,1997-06-22,Racing Club de Avellaneda,ARG - Primera Division - 1st Phase,2025/2025,128,Full Back,98.07,28.85,29.52,9315.55,103.51,1221.61,486.86,48.0,166.85,9.64,653.71,57.63,98.66,7.43,77.37,16.34,5.87,1.01,3,0,0,0,0,0,0,3,53,6.0,28.0
7412,Gabriel Hernán Rojas,G. Rojas,35564,1997-06-22,Racing Club de Avellaneda,ARG - Primera Division - 2nd Phase,2024/2024,29,Full Back,90.89,28.63,30.04,9527.35,105.86,1250.28,472.77,47.12,150.85,8.56,623.63,55.68,103.62,7.57,84.51,17.18,5.65,1.22,4,0,0,1,0,0,0,3,53,8.0,28.0
7413,Lucas Gabriel Di Yorio,L. Di Yorio,35568,1996-11-22,Club Athletico Paranaense,BRA - Série A,2024/2024,29,Center Forward,85.83,29.84,30.54,9930.83,110.34,1373.56,603.09,63.7,252.59,14.55,855.67,78.25,105.65,9.57,85.2,21.5,7.86,2.36,31,4,3,3,5,5,7,4,50,62.0,29.0
7414,Malcom Nahuel Braida,M. Braida,35576,1997-05-17,Club Atlético San Lorenzo de Almagro,ARG - Primera Division - 1st Phase,2024/2024,29,Full Back,98.55,28.36,29.42,9322.65,103.58,1228.96,531.17,50.39,169.61,9.46,700.78,59.86,99.46,7.89,78.21,19.09,5.56,1.49,4,0,0,0,1,0,0,3,53,8.0,28.0
7415,Malcom Nahuel Braida,M. Braida,35576,1997-05-17,Club Atlético San Lorenzo de Almagro,ARG - Primera Division - 2nd Phase,2024/2024,29,Full Back,97.59,28.69,29.26,9904.72,110.05,1429.7,618.8,58.38,197.72,11.53,816.52,69.9,103.84,6.92,81.52,20.57,5.53,1.57,13,0,2,3,3,1,3,1,53,25.0,28.0
7416,Malcom Nahuel Braida,M. Braida,35576,1997-05-17,Club Atlético San Lorenzo de Almagro,ARG - Primera Division - 1st Phase,2025/2025,128,Wide Attacker,97.49,28.41,29.22,9256.04,102.84,1112.9,503.49,52.74,180.08,10.89,683.57,63.64,95.82,6.71,72.01,20.62,4.74,0.86,5,0,0,0,0,1,1,3,56,9.0,28.0
7417,Kevin Mac Allister,K. Mac Allister,35577,1997-11-07,Royale Union Saint-Gilloise,UEFA - Europa League,2023/2024,28,Central Defender,96.41,26.7,27.08,9975.71,110.84,1306.21,432.21,38.39,71.06,5.25,503.28,43.64,99.89,3.97,77.01,12.37,2.33,0.23,18,0,3,7,7,0,1,0,51,35.0,28.0
7418,Kevin Mac Allister,K. Mac Allister,35577,1997-11-07,Royale Union Saint-Gilloise,UEFA - Europa League,2024/2025,95,Central Defender,93.8,26.66,27.16,9803.25,108.93,1337.63,448.48,36.6,83.61,5.07,532.09,41.67,99.51,5.62,78.68,11.79,3.56,0.69,24,0,3,7,7,1,1,5,51,47.0,28.0
7419,Kevin Mac Allister,K. Mac Allister,35577,1997-11-07,Royale Union Saint-Gilloise,BEL - Pro League,2023/2024,28,Central Defender,97.29,26.87,28.14,9714.91,107.94,1200.9,394.8,32.95,71.16,4.52,465.96,37.47,96.53,3.74,74.58,10.18,1.67,0.21,14,0,2,7,5,0,0,0,51,27.0,28.0
7420,Kevin Mac Allister,K. Mac Allister,35577,1997-11-07,Royale Union Saint-Gilloise,BEL - Pro League,2024/2025,95,Central Defender,93.51,26.57,27.88,9770.79,108.56,1340.65,423.62,35.26,77.38,5.2,501.0,40.46,98.17,4.47,75.34,11.59,3.04,0.5,19,0,3,7,7,0,1,1,51,37.0,28.0
7421,Mateo Agustín Coronel,M. Coronel,35580,1998-10-24,CA Tucuman,ARG - Primera Division - 1st Phase,2025/2025,128,Center Forward,79.39,29.49,30.38,9618.46,106.87,1104.45,549.96,57.49,204.21,13.12,754.17,70.61,99.43,7.77,78.22,18.95,5.34,0.81,18,4,2,1,1,3,5,2,50,36.0,27.0
7422,Mateo Agustín Coronel,M. Coronel,35580,1998-10-24,CA Tucuman,ARG - Primera Division - 2nd Phase,2024/2024,29,Center Forward,81.95,30.25,31.02,9745.12,108.28,1184.48,568.27,63.93,267.9,14.67,836.17,78.6,102.53,9.26,81.27,20.95,7.22,3.06,31,6,2,3,3,7,7,3,50,62.0,27.0
7423,Florián Gonzalo De Jesús Monzón,F. Monzón,35581,2001-01-03,Club Atlético Central Córdoba,ARG - Primera Division - 1st Phase,2024/2024,29,Center Forward,90.66,28.67,29.46,9486.26,105.4,1149.95,501.41,51.73,173.61,11.14,675.01,62.87,91.99,7.17,71.69,15.99,5.96,2.54,9,0,1,1,1,1,3,2,50,18.0,24.0
7424,Florián Gonzalo De Jesús Monzón,F. Monzón,35581,2001-01-03,CA Tigre,ARG - Primera Division - 2nd Phase,2024/2024,29,Center Forward,92.26,30.22,30.94,9704.59,107.83,1156.87,587.05,62.65,257.22,13.66,844.27,76.31,98.53,8.67,77.5,22.98,6.61,2.38,28,6,3,1,3,7,5,3,50,56.0,24.0
7425,Damián Ariel Fernández,D. Fernández,35583,2001-01-02,Club Atlético Vélez Sarsfield,ARG - Primera Division - 1st Phase,2024/2024,29,Central Defender,94.42,29.07,30.16,8783.57,97.6,979.67,353.34,35.08,103.42,6.77,456.76,41.84,95.13,4.38,75.11,9.72,2.48,0.48,15,3,2,0,1,3,5,1,51,29.0,24.0
7426,Damián Ariel Fernández,D. Fernández,35583,2001-01-02,Club Atlético Vélez Sarsfield,ARG - Primera Division - 1st Phase,2025/2025,128,Central Defender,97.02,28.11,28.96,8647.53,96.08,918.53,326.14,31.94,77.53,5.17,403.67,37.11,93.3,4.24,70.64,10.6,2.12,1.06,4,0,1,0,1,0,1,1,51,8.0,24.0
7427,Federico Andrés Mancuello,F. Mancuello,35587,1989-03-26,CA Independiente,ARG - Primera Division - 1st Phase,2024/2024,29,Midfield,82.43,26.8,27.2,10012.02,111.24,1580.18,469.64,41.49,85.94,4.68,555.58,46.17,104.81,4.06,83.91,12.95,2.81,0.62,5,0,0,0,1,1,0,3,46,11.0,36.0
7428,Federico Andrés Mancuello,F. Mancuello,35587,1989-03-26,CA Independiente,ARG - Primera Division - 2nd Phase,2024/2024,29,Midfield,74.77,27.94,28.38,10354.94,115.05,1664.84,556.25,52.21,158.43,7.67,714.68,59.88,111.94,5.27,91.33,14.59,3.61,0.45,25,5,2,3,3,3,2,7,46,54.0,36.0
7429,Julián Alejo López,J. López,35600,2000-01-08,Club Social y Deportivo Defensa y Justicia,ARG - Primera Division - 1st Phase,2024/2024,29,Midfield,92.84,26.31,27.74,10267.87,114.09,1490.59,386.79,36.19,61.27,3.43,448.05,39.62,99.85,3.1,84.4,10.34,1.68,0.39,3,3,0,0,0,0,0,0,46,7.0,25.0
7430,Julián Alejo López,J. López,35600,2000-01-08,Club Social y Deportivo Defensa y Justicia,ARG - Primera Division - 2nd Phase,2024/2024,29,Midfield,72.13,25.44,25.44,10815.72,120.17,2012.87,513.57,41.43,43.67,3.24,557.24,44.67,109.3,5.49,94.58,11.98,3.24,0.0,13,0,0,5,1,0,0,7,46,28.0,25.0
7431,Juan Josè Cáceres,J. Cáceres,35601,2000-06-01,CA Lanús,ARG - Primera Division - 2nd Phase,2024/2024,29,Full Back,94.78,30.17,30.78,9126.07,101.4,1119.18,509.64,50.9,210.81,11.58,720.45,62.48,106.45,6.93,90.02,17.76,4.56,1.71,12,4,1,0,0,3,3,1,53,23.0,25.0
7432,Francisco Agustín González,F. González,35602,2001-04-06,Club Atlético Newell's Old Boys,ARG - Primera Division - 1st Phase,2024/2024,29,Wide Attacker,79.14,29.07,29.54,9986.41,110.96,1380.96,663.47,63.83,256.17,12.79,919.64,76.62,106.76,9.52,83.88,22.46,7.53,2.13,21,0,2,3,3,3,3,7,56,38.0,24.0
7433,Francisco Agustín González,F. González,35602,2001-04-06,Club Atlético Newell's Old Boys,ARG - Primera Division - 2nd Phase,2024/2024,29,Wide Attacker,74.82,29.52,29.66,9713.95,107.93,1348.9,733.79,77.39,315.17,17.84,1048.96,95.23,110.47,13.23,85.21,27.47,11.23,4.41,36,0,4,1,7,7,7,10,56,64.0,24.0
7434,Juan Sebastián Sforza,J. Sforza,35609,2002-02-14,CR Vasco da Gama,BRA - Série A,2024/2024,29,Midfield,87.64,25.55,26.72,10810.83,120.12,1950.18,488.52,37.9,46.58,3.08,535.11,40.98,110.63,3.27,95.41,11.67,1.31,0.28,7,0,0,5,1,0,0,1,46,15.0,23.0
7435,Gastón Benedetti Taffarel,G. Benedetti,35612,2001-03-29,Estudiantes de La Plata,ARG - Primera Division - 1st Phase,2024/2024,29,Full Back,81.47,28.58,29.42,10266.52,114.07,1431.2,616.34,54.35,179.19,9.83,795.53,64.19,106.39,5.19,91.47,17.45,3.54,1.33,12,0,2,5,3,1,1,0,53,23.0,24.0
7436,Gastón Benedetti Taffarel,G. Benedetti,35612,2001-03-29,Estudiantes de La Plata,ARG - Primera Division - 2nd Phase,2024/2024,29,Full Back,95.52,28.34,29.3,10237.24,113.75,1521.58,683.03,59.43,182.18,11.78,865.21,71.2,116.29,6.86,99.2,18.64,3.97,0.94,18,0,3,5,5,1,3,1,53,34.0,24.0
7437,Marvin Pieringer,M. Pieringer,35613,1999-10-04,1. FC Heidenheim 1846,GER - Bundesliga,2023/2024,28,Center Forward,72.33,28.37,29.02,11222.02,124.69,1742.64,708.04,65.42,208.52,12.62,916.56,78.04,105.77,4.62,92.26,12.44,3.38,1.07,25,0,3,7,7,3,5,0,50,50.0,26.0
7438,Marvin Pieringer,M. Pieringer,35613,1999-10-04,1. FC Heidenheim 1846,GER - Bundesliga,2024/2025,95,Center Forward,84.25,27.92,29.02,10952.08,121.69,1671.76,722.42,62.28,184.38,10.56,906.8,72.83,107.46,5.84,89.67,12.63,4.34,0.31,23,0,3,7,7,3,3,0,50,46.0,26.0
7439,Marvin Pieringer,M. Pieringer,35613,1999-10-04,1. FC Heidenheim 1846,GER - Bundesliga,2023/2024,28,Midfield,76.96,28.48,29.28,11492.7,127.7,1824.51,707.76,60.08,186.95,10.23,894.71,70.31,98.37,3.51,90.04,10.52,1.61,1.17,37,7,4,10,7,4,4,1,46,80.0,26.0
7440,Jordan Holsgrove,J. Holsgrove,35621,1999-09-10,Estoril Praia,POR - Primeira Liga,2023/2024,28,Midfield,96.28,26.52,27.64,10897.58,121.08,1908.44,468.91,40.99,76.08,4.75,544.99,45.73,121.09,4.03,101.61,11.86,2.23,0.43,12,3,0,5,1,0,0,3,46,26.0,26.0
7441,Jordan Holsgrove,J. Holsgrove,35621,1999-09-10,Estoril Praia,POR - Primeira Liga,2024/2025,95,Midfield,96.48,26.3,28.08,11081.2,123.12,1902.92,464.17,39.18,59.45,3.69,523.61,42.87,118.55,3.52,101.81,10.77,2.33,0.59,11,3,0,7,0,0,0,1,46,24.0,26.0
7442,Alfonso González Martínez,Alfon González,35622,1999-05-04,RC Celta de Vigo,ESP - LaLiga,2024/2025,95,Wide Attacker,87.17,29.29,29.98,10157.45,112.86,1472.44,671.34,70.21,221.07,13.54,892.41,83.75,121.03,11.93,101.07,23.4,9.75,3.67,22,0,2,3,3,1,3,10,56,39.0,26.0
7443,Moriba Kourouma Kourouma,Ilaix Moriba,35630,2003-01-19,Getafe CF,ESP - LaLiga,2023/2024,28,Midfield,70.43,26.8,27.04,11194.45,124.38,2206.09,684.96,58.14,109.69,7.24,794.64,65.39,138.65,6.18,112.24,18.74,3.83,1.28,31,0,3,10,7,2,2,7,46,67.0,22.0
7444,Moriba Kourouma Kourouma,Ilaix Moriba,35630,2003-01-19,RC Celta de Vigo,ESP - LaLiga,2024/2025,95,Midfield,89.59,27.64,29.72,11114.66,123.5,1918.26,538.97,51.65,107.6,6.26,646.57,57.91,131.18,4.79,104.77,18.14,2.66,0.47,24,7,1,7,1,1,2,5,46,52.0,22.0
7445,Christopher Wooh,C. Wooh,35632,2001-09-18,Stade Rennais FC,FRA - Ligue 1,2023/2024,28,Central Defender,96.15,28.29,30.0,9491.48,105.46,1233.83,437.17,39.19,92.16,6.61,529.34,45.8,110.07,6.12,88.61,15.97,3.87,1.19,29,3,3,5,7,1,3,7,51,57.0,24.0
7446,Christopher Wooh,C. Wooh,35632,2001-09-18,Stade Rennais FC,FRA - Ligue 1,2024/2025,95,Central Defender,97.28,28.58,29.26,9474.36,105.27,1242.95,488.78,42.63,119.85,7.61,608.63,50.24,113.65,6.97,90.53,16.51,3.99,1.57,33,0,4,5,7,5,5,7,51,65.0,24.0
7447,Max Geschwill,M. Geschwill,35633,2001-07-07,Holstein Kiel,GER - Bundesliga,2024/2025,95,Central Defender,91.87,29.91,31.16,9993.29,111.04,1283.28,452.17,43.67,170.94,8.65,623.11,52.33,97.06,5.14,78.86,12.08,4.08,0.57,46,9,4,7,7,7,7,5,51,90.0,24.0
7448,Luís André Leite Esteves,Luís Esteves,35639,1998-04-09,CD Nacional,POR - Primeira Liga,2024/2025,95,Midfield,96.65,27.76,28.86,10741.78,119.35,1932.75,677.08,60.93,164.51,10.33,841.59,71.26,112.01,4.39,96.05,13.7,3.02,0.53,32,5,3,5,7,3,4,5,46,70.0,27.0
7449,Benaissa Benamar,B. Benamar,35645,1997-04-08,FC Volendam,NED - Eredivisie,2023/2024,28,Central Defender,97.08,29.75,31.88,9696.56,107.74,1150.73,366.03,35.67,128.74,6.84,494.77,42.51,95.54,4.99,77.83,9.58,3.4,1.41,38,12,3,7,3,5,5,3,51,75.0,28.0
7450,Leo Fuhr Hjelde,L. Hjelde,35664,2003-08-26,Sunderland,ENG - Championship,2023/2024,28,Full Back,89.34,29.46,30.48,9624.7,106.94,1222.65,510.9,54.4,204.01,11.46,714.9,65.86,104.77,7.18,88.15,18.64,5.41,3.4,11,4,1,1,0,1,3,1,53,21.0,22.0
7451,Jhon Adolfo Arias Andrade,J. Arias,35678,1997-09-21,Fluminense FC,BRA - Série A,2024/2024,29,Wide Attacker,102.11,28.68,30.34,8929.41,99.22,1147.98,539.9,54.37,182.21,11.25,722.11,65.61,94.1,8.81,77.5,21.15,6.52,2.01,11,4,0,0,0,1,1,5,56,20.0,28.0
7452,Jhon Adolfo Arias Andrade,J. Arias,35678,1997-09-21,Fluminense FC,BRA - Série A,2025/2025,128,Wide Attacker,99.11,30.08,30.08,8711.16,96.79,1069.03,450.06,51.58,196.33,10.53,646.39,62.11,94.81,9.26,80.1,19.62,7.08,2.18,9,0,0,0,0,1,1,7,56,16.0,28.0
